RPTID,NAME,DATETIME_OF_INCIDENT,STATE,COUNTY,CITY,OFFSHORE,LAT_LONG_OFFSHORE,SYSTEM_INVOLVED,ITEM_INVOLVED,INSTALLATION_YEAR,CAUSE,CAUSE_DETAILS,PRPTY,COMM,TOTAL_BBLS,IGNITE_IND,EXPLODE_IND,PIPE_DIAMETER,MAX_OP_PRESSURE,PRESSURE_AT_TIME_INCIDENT,INCIDENT_AREA_TYPE,AREA_OF_CORROSION,CAUSE_OUTSIDE_FORCE,PREVENTATIVE,FATALITIES
19980132,CHEVRON USA INC,19980107,, , ,Yes,"LAT 29 4'6"" N LONG 90 11'",LINE PIPE,PIPE,1978,OUTSIDE FORCE DAMAGE,OTHER,0,CRUDE OIL,793,No,No,12,1440,50,BELOW GROUND,NO DATA,OTHER,Null,0
19980133,UNOCAL PIPELINE CO,19980811,IL,WILL, ,No, ,NO DATA,OTHER,1991,OTHER,EQUIPMENT FAILURE,50000,CRUDE OIL,50,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19980134,TEXACO TRADING & TRANSPORTATION INC,19980811,CA,MERCED, ,No, ,LINE PIPE,OTHER,,OTHER,DAMAGE BY OPERATOR OR ITS CONTRACTOR,800000,CRUDE OIL,1412,No,No,0,0,0,NO DATA,NO DATA,DAMAGE BY OPERATOR OR ITS CONTRACTOR,Yes,0
19980135,JAYHAWK PIPELINE L.L.C.,19980828,KS,RICE, ,No, ,PUMPING STATION,TANK,1943,OTHER,ROOF DRAIN LINE FAILURE,10000,CRUDE OIL,1098,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19980136,ARCO PIPE LINE COMPANY,19980827,TX,FREESTONE, ,No, ,LINE PIPE,PIPE,1956,CORROSION,"CORROSION, EXTERNAL",500000,GASOLINE,3000,No,No,16,1118,447,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19980137,KANEB PIPELINE CO,19980810,SD,CUSTER, ,No, ,PUMPING STATION,PUMP,1990,CORROSION,"CORROSION, INTERNAL",30000,JET FUEL,123,No,No,0,0,0,NO DATA,INTERNAL,NO DATA,Null,0
19980138,COASTAL STATES CRUDE GATHERING CO,19980820,TX,SAN PAT, ,No, ,LINE PIPE,PIPE,,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,50000,L. P. G.,2761,No,No,8,740,559,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19980139,MOBIL OIL CORPORATION,19980814,TX,NAVARRO,CORSICANA,No, ,TANK FARM,TANK,1953,OTHER,DAMAGE BY NATURAL FORCES,50000,NOT GIVEN,0,Yes,No,0,0,0,NO DATA,NO DATA,DAMAGE BY NATURAL FORCES,Null,0
19980140,MINNESOTA PIPELINE CO,19980825,MN,MORRISON,LITTLE FALLS,No, ,PUMPING STATION,OTHER,1995,OTHER,DAMAGE BY OPERATOR OR ITS CONTRACTOR,100000,CRUDE OIL,200,No,No,0,0,0,NO DATA,NO DATA,DAMAGE BY OPERATOR OR ITS CONTRACTOR,Yes,0
19980141,AMOCO PIPELINE CO,19980819,MN,WILKIN, ,No, ,LINE PIPE,PIPE,1947,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,0,GASOLINE,1300,No,No,8,1440,650,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19980143,WESTTEX 66 PIPELINE CO,19980911,TX, ,UPTON,No, ,PUMPING STATION,OTHER,,INCORRECT OPERATION BY OPERATOR PERSONNEL, ,1000,NATURAL GAS LIQUID,63,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19980144,MOBIL OIL CORPORATION,19980908,IL, ,LOCKPORT,No, ,TANK FARM,PIPE,1972,OUTSIDE FORCE DAMAGE,DAMAGE BY OPERATOR OR ITS CONTRACTOR,50000,GASOLINE,3900,No,No,16,275,40,BELOW GROUND,NO DATA,DAMAGE BY OPERATOR OR ITS CONTRACTOR,Yes,0
19980145,MOBIL OIL CORPORATION,19980831,TX,TARRANT,ARLINGTON,No, ,LINE PIPE,PIPE,1954,OTHER,DAMAGE BY OTHERS,350000,CRUDE OIL,150,No,No,16,800,200,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19980147,LAKEHEAD PIPE LINE CO INC,19980916,MN, , ,No, ,LINE PIPE,PIPE,1954,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,100000,CRUDE OIL,5700,No,No,26,652,350,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19980148,CONOCO INC (AKA CONOCO PIPE LINE),19980919,WY,NATRONA, ,No, ,TANK FARM,TANK,1963,INCORRECT OPERATION BY OPERATOR PERSONNEL, ,5000,GASOLINE,75,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19980150,MOBIL OIL CORPORATION,19980917,AR,LITTLE RIVER,FOREMAN,No, ,PUMPING STATION,VALVE,1947,OTHER,CHECK VALVE GASKET,45000,CRUDE OIL,25,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19980151,EXPLORER PIPELINE CO,19980923,TX,FANNIN, ,No, ,LINE PIPE,PIPE,1971,FAILED PIPE, ,120000,OIL AND GASOLINE,20,No,No,28,751,415,BELOW GROUND,NO DATA,NO DATA,Null,0
19980152,SUN PIPELINE CORP - GENERAL WASH BLDG,19980911,NJ,CAMDEN,RUNNEMEDE,No, ,LINE PIPE,PIPE,1952,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,80000,GASOLINE,20,No,No,16,850,600,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19980153,CITGO PRODUCTS PIPELINE CO,19980930,TX, ,MONT BELVIEU,No, ,PUMPING STATION,OTHER,1994,OTHER,FLOW INDICATION DEVICE,0,NATURAL GAS LIQUID,5,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19980154,MID - AMERICA PIPELINE CO (MAPCO),19981007,KS,MCPHERSON, ,No, ,PUMPING STATION,OTHER,1991,MALFUNCTION OF CONTROL OR RELIEF EQUIPMENT, ,,PROPANE,628,Yes,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19980155,LAKEHEAD PIPE LINE CO INC,19981019,MN, , ,No, ,LINE PIPE,PIPE,1994,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,100000,NATURAL GAS LIQUID,950,No,No,20,1460,596,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19980156,EQUILON PIPELINE COMPANY LLC,19980930,, , ,Yes,X=274580.86 & Y=216682.40,LINE PIPE,PIPE,1968,OUTSIDE FORCE DAMAGE,DAMAGE BY NATURAL FORCES,280000,CRUDE OIL,3,No,No,12.75,1440,1440,BELOW GROUND,NO DATA,DAMAGE BY NATURAL FORCES,Null,0
19980157,EQUILON PIPELINE COMPANY LLC,19981002,LA,PLAQUEMINES, ,No, ,LINE PIPE,PIPE,1961,CORROSION,"CORROSION, EXTERNAL",150000,CRUDE OIL,0,No,No,12.75,720,111,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19980158,JAYHAWK PIPELINE L.L.C.,19981006,KS,OSBORNE, ,No, ,PUMPING STATION,PIPE,1971,CORROSION,"CORROSION, INTERNAL",6500,CRUDE OIL,275,No,No,16,50,0,BELOW GROUND,INTERNAL,NO DATA,Null,0
19980159,GATX TERMINALS CORP,19980930,NJ,MIDDLESEX,CARTERET,No, ,TANK FARM,WELDING FITTING,,INCORRECT OPERATION BY OPERATOR PERSONNEL, ,0,FUEL OIL,36,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19980160,CHEVRON USA INC - EASTERN REGION,19981001,, , ,Yes,"X=2,617,220 Y=64,947",LINE PIPE,OTHER,1992,OUTSIDE FORCE DAMAGE,MUDSLIDE,3000000,CRUDE OIL,0,No,No,10,1440,0,BELOW GROUND,NO DATA,MUDSLIDE,Yes,0
19980161,CONOCO INC (AKA CONOCO PIPE LINE),19981007,OK,TULSA,OKLAHOMA,No, ,LINE PIPE,NO DATA,1970,OUTSIDE FORCE DAMAGE,WASHOUT,200000,PROPANE,1500,No,No,10,899,368,BELOW GROUND,NO DATA,WASHOUT,Null,0
19980162,AMOCO PIPELINE CO,19981028,MO,SALINE, ,No, ,LINE PIPE,PIPE,,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,5000,CRUDE OIL,200,No,No,24,1070,350,NO DATA,NO DATA,DAMAGE BY OTHERS,Yes,0
19980163,CHEVRON USA INC - EASTERN REGION,19981005,, , ,Yes,28.56.44.4(LAT)89.16.47.9,LINE PIPE,PIPE,1980,OUTSIDE FORCE DAMAGE,MUDSLIDE,6500000,CRUDE OIL,8212,No,No,10,1440,139,BELOW GROUND,NO DATA,MUDSLIDE,Null,0
19980164,BUCKEYE PIPELINE CO LP,19981030,NY,MONROE, ,No, ,LINE PIPE,PIPE,1965,OUTSIDE FORCE DAMAGE,"CORROSION, EXTERNAL",150000,KEROSENE,30,No,No,8,275,0,BELOW GROUND,EXTERNAL,DAMAGE BY NATURAL FORCES,Yes,0
19980165,EQUILON PIPELINE COMPANY LLC,19981106,TX,HARRIS, ,No, ,TANK FARM,PUMP,,MALFUNCTION OF CONTROL OR RELIEF EQUIPMENT, ,0,DIESEL FUEL,160,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19980166,EQUILON PIPELINE COMPANY LLC,19981026,CA,KERN, ,No, ,LINE PIPE,PIPE,1952,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,50000,CRUDE OIL,1959,No,No,0,0,0,NO DATA,NO DATA,DAMAGE BY OTHERS,Yes,0
19980167,PRIDE PIPELINE CO,19981112,TX,JONES, ,No, ,LINE PIPE,PIPE,1950,CORROSION,"CORROSION, EXTERNAL",10000,CRUDE OIL,165,No,No,4.25,50,50,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19980168,"KOCH PIPELINE COMPANY, L.P.",19981115,TX,WEBB, ,No, ,LINE PIPE,PIPE,1940,CORROSION,"CORROSION, INTERNAL",0,CRUDE OIL,126,No,No,8,720,100,BELOW GROUND,INTERNAL,NO DATA,Null,0
19980169,"KOCH PIPELINE COMPANY, L.P.",19981030,TX,DUVAL, ,No, ,PUMPING STATION,PIPE,1960,CORROSION, ,0,CRUDE OIL,405,No,No,6,0,80,BELOW GROUND,NO DATA,NO DATA,Null,0
19980170,MOBIL OIL CORPORATION,19981108,TX,GAINES, ,No, ,TANK FARM,PIPE,1940,CORROSION,"CORROSION, INTERNAL",10000,CRUDE OIL,150,No,No,16,25,25,BELOW GROUND,INTERNAL,NO DATA,Null,0
19980173,MOBIL OIL CORPORATION,19981110,TX,MIDLAND, ,No, ,TANK FARM,OTHER,1940,CORROSION,"CORROSION, EXTERNAL",10000,CRUDE OIL,50,No,No,10,25,25,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19980174,FARMLAND INDUSTRIES INC,19981117,KS,MONTGOMERY,COFFEYVILLE,No, ,LINE PIPE,PIPE,1977,FAILED PIPE,,1000,CRUDE OIL,5000,No,No,12,220,28,BELOW GROUND,,,Null,0
19990002,JAYHAWK PIPELINE L.L.C.,19981117,KS,RICE, ,Yes,N,PUMPING STATION,PIPE,1943,CORROSION,"CORROSION, INTERNAL",8000,CRUDE OIL,1303,No,No,12,200,0,ABOVE GROUND,INTERNAL,NO DATA,Null,0
19990003,PRIDE TEXAS PLAINS L.P.,19981102,TX, ,JONES,No, ,LINE PIPE,PIPE,1927,CORROSION,"CORROSION, EXTERNAL",5000,CRUDE OIL,1000,No,No,10.75,600,350,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19990004,PRIDE TEXAS PLAINS L.P.,19981126,TX, ,KING,No, ,LINE PIPE,PIPE,1927,CORROSION,"CORROSION, EXTERNAL",5000,CRUDE OIL,790,No,No,10.75,600,300,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19990005,"KOCH PIPELINE COMPANY, L.P.",19981125,TX,GONZALES, ,No, ,LINE PIPE,PIPE,1981,CORROSION,"CORROSION, EXTERNAL",25000,CRUDE OIL,199,No,No,8.63,1440,600,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19990006,TOSCO CORP,19981223,CA,KERN, ,No, ,LINE PIPE,PIPE,1956,CORROSION,"CORROSION, INTERNAL",40000,CRUDE OIL,142,No,No,0,750,45,BELOW GROUND,INTERNAL,,Null,0
19990007,COLONIAL PIPELINE CO,19981118,NC, , ,No, ,TANK FARM,TANK,1962,OTHER,OTHER,98000,GASOLINE,34,No,No,0,0,0,NO DATA,,OTHER,Null,0
19990008,COASTAL STATES CRUDE GATHERING CO,19981229,TX,NUECUES, ,No, ,LINE PIPE,VALVE,,OUTSIDE FORCE DAMAGE,DAMAGE BY OPERATOR OR ITS CONTRACTOR,20000,L. P. G.,1000,No,No,0,0,0,NO DATA,NO DATA,DAMAGE BY OPERATOR OR ITS CONTRACTOR,Yes,0
19990009,AMOCO PIPELINE CO,19981202,IL,COOK,LEMONT,No, ,LINE PIPE,PIPE,1946,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,150000,FUEL OIL,520,No,No,8,1219,527,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19990010,WILLIAMS PIPELINE CO,19981231,OK,TULSA, ,No, ,TANK FARM,TANK,1937,INCORRECT OPERATION BY OPERATOR PERSONNEL,DAMAGE BY NATURAL FORCES,3950,GASOLINE,94,No,No,0,0,0,NO DATA,NO DATA,DAMAGE BY NATURAL FORCES,Null,0
19990011,PHILLIPS PIPE LINE CO,19981226,TX,LAMB, ,No, ,PUMPING STATION,VALVE,1988,OTHER,"FAILURE OF BONNET ON 8""",33500,NATURAL GAS LIQUID,2500,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19990012,AMERICAN PETROFINA PIPELINE CO,19990101,TX,ROBERTSON, ,No, ,LINE PIPE,PIPE,1928,FAILED WELD, ,475000,CRUDE OIL,50,No,No,10,1050,809,BELOW GROUND,NO DATA,NO DATA,Null,0
19990013,"KOCH PIPELINE COMPANY, L.P. AMMONIA",19990103,AR,JEFFERSON, ,No, ,PUMPING STATION,VALVE,1969,OTHER,OTHER,0,ANHYDROUS AMMONIA,1,No,No,0,0,0,NO DATA,,OTHER,Null,0
19990016,EQUILON PIPELINE COMPANY LLC,19981231,TN, ,PIPERTON,No, ,LINE PIPE,PIPE,1968,FAILED PIPE,DAMAGE BY OPERATOR OR ITS CONTRACTOR,2035276,CRUDE OIL,20,No,No,40,585,0,BELOW GROUND,,DAMAGE BY OPERATOR OR ITS CONTRACTOR,Yes,0
19990017,EQUILON PIPELINE COMPANY LLC,19981228,MT, ,ALZADA,No, ,PUMPING STATION,OTHER,1952,OUTSIDE FORCE DAMAGE,FROSTHEAVE,60000,CRUDE OIL,190,No,No,0,0,0,NO DATA,NO DATA,FROSTHEAVE,Null,0
19990018,EQUILON PIPELINE COMPANY LLC,19981221,TX,SCURRY, ,No, ,TANK FARM,PIPE,,FAILED PIPE, ,5000,CRUDE OIL,415,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19990019,MOBIL OIL CORPORATION,19981214,TX,WINKLER, ,No, ,LINE PIPE,GIRTH,1929,FAILED WELD, ,50000,CRUDE OIL,1390,No,No,10,652,600,BELOW GROUND,NO DATA,NO DATA,Null,0
19990020,EOTT ENERGY PIPELINE LIMITED PARTNERSHIP,19981222,OK,GARVIN, ,No, ,PUMPING STATION,PIPE,1954,CORROSION,"CORROSION, INTERNAL",10000,NOT GIVEN,320,No,No,6,80,25,BELOW GROUND,INTERNAL,NO DATA,Null,0
19990021,GATX TERMINALS CORP,19990111,CA,LOS ANGELES,CARSON,No, ,NO DATA,GIRTH,1929,FAILED WELD, ,55000,TRANSMIX (PART.REFINED PETRO),60,No,No,6,450,125,BELOW GROUND,NO DATA,NO DATA,Null,0
19990022,LAKEHEAD PIPE LINE CO INC,19990116,WI,DOUGLAS,SUPERIOR,No, ,LINE PIPE,OTHER,1972,CORROSION,"CORROSION, EXTERNAL",365000,NATURAL GAS LIQUID,130,Yes,No,0.75,820,130,ABOVE GROUND,EXTERNAL,FROSTHEAVE,No,0
19990023,WEST SHORE PIPELINE CO,19990123,WI,WASHINGTON,GERMANTOWN,No, ,LINE PIPE,PIPE,1961,OTHER,OTHER,400000,GASOLINE,660,No,No,10,1414,138,BELOW GROUND,NO DATA,OTHER,Yes,0
19990024,CHEVRON PIPELINE CO,19990121,LA, ,EMPIRE,No, ,LINE PIPE,PIPE,1958,CORROSION,"CORROSION, INTERNAL",150000,CRUDE OIL,5000,No,No,26,275,30,BELOW GROUND,INTERNAL,NO DATA,Null,0
19990025,"KOCH PIPELINE COMPANY, L.P.",19981019,TX,KAINES,FALL,No, ,PUMPING STATION,PIPE,1945,OUTSIDE FORCE DAMAGE,OTHER,2500000,CRUDE OIL,963,No,No,0,0,0,NO DATA,NO DATA,OTHER,Null,0
19990026,"KOCH PIPELINE COMPANY, L.P.",19990108,TX,DUVAL,BENAVIDES,No, ,TANK FARM,PIPE,1940,CORROSION,"CORROSION, INTERNAL",0,CRUDE OIL,10500,No,No,12,275,10,BELOW GROUND,INTERNAL,OTHER,Null,0
19990027,EL PASO FIELD SERVICES,19990128,, , ,Yes,2823.73 X 9616.08,LINE PIPE,PIPE,1979,CORROSION,"CORROSION, INTERNAL",60000,CONDENSATE,1,No,No,6,1440,400,BELOW GROUND,INTERNAL,NO DATA,Null,0
19990028,JAYHAWK PIPELINE L.L.C.,19990217,KS,MCPHERSON, ,No, ,LINE PIPE,PIPE,1937,OTHER,DAMAGE BY OTHERS,9500,CRUDE OIL,100,No,No,10.75,700,423,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19990029,"KOCH PIPELINE COMPANY, L.P. AMMONIA",19990210,IA,HANCOCK, ,No, ,NO DATA,BOLTED FITTING,1999,INCORRECT OPERATION BY OPERATOR PERSONNEL, ,0,ANHYDROUS AMMONIA,0,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19990031,STOLTHAVEN PERTH AMBOY INC,19990208,NJ,MIDDLESEX,WOODBRIDGE,No, ,LINE PIPE,PIPE,1982,CORROSION,"CORROSION, EXTERNAL",50000,FUEL OIL,2,No,No,12.75,360,0,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19990032,CHEVRON USA INC,19990216,, , ,Yes,LAT 2912.26 LONG 8902.04,LINE PIPE,PIPE,1964,OTHER,RETAINER RING (WELDED TO,500000,CRUDE OIL,125,No,No,10,1236,550,BELOW GROUND,NO DATA,NO DATA,Null,0
19990033,MID - AMERICA PIPELINE CO (MAPCO),19990215,KS,RENO, ,No, ,PUMPING STATION,BOLTED FITTING,1968,INCORRECT OPERATION BY OPERATOR PERSONNEL,DAMAGE BY OPERATOR OR ITS CONTRACTOR,100,ANHYDROUS AMMONIA,5,No,No,0,0,0,NO DATA,NO DATA,DAMAGE BY OPERATOR OR ITS CONTRACTOR,Null,0
19990034,SINCLAIR PIPELINE CO,19990217,MO,SCOTLAND, ,No, ,LINE PIPE,PIPE,1905,CORROSION,"CORROSION, EXTERNAL",10000,GASOLINE,12,No,No,8,400,100,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19990035,WILLIAMS PIPELINE CO,19990213,IA,FRANKLIN, ,No, ,PUMPING STATION,OTHER,1984,OTHER,GASKET AT FLANGE BLEW OUT,80000,FUEL OIL,670,No,No,12,1050,890,ABOVE GROUND,NO DATA,NO DATA,Null,0
19990036,LAKEHEAD PIPE LINE CO INC,19990222,MN, , ,No, ,LINE PIPE,BOLTED FITTING,1999,OTHER,LOOSE BOLTS ON THE FLANGE,50000,CRUDE OIL,400,No,No,48,618,185,BELOW GROUND,NO DATA,NO DATA,Yes,0
19990037,"KINDER MORGAN ENERGY PARTNERS, L.P.",19990124,CA,PLACER,ROCKLIN,No, ,TANK FARM,TANK,1977,FAILED WELD, ,200000,DIESEL FUEL,0,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19990038,EQUILON PIPELINE COMPANY LLC,19990209,CA,KERN, ,No, ,LINE PIPE,PIPE,1980,CORROSION,"CORROSION, EXTERNAL",500000,CRUDE OIL,15,No,No,12.75,1036,698,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19990039,TRANSMONTAIGNE PIPELINE INC,19990217,IL,LASALLE,STREATOR,No, ,LINE PIPE,PIPE,1905,CORROSION,"CORROSION, EXTERNAL",200000,DIESEL FUEL,0,No,No,8,650,185,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19990040,MOBIL EXPLORATION & PRODUCING US INC,19990306,, , ,Yes,N 3015.7 W 8801.4,LINE PIPE,PIPE,1986,OTHER,UKNOWN AT THIS TIME,175000,TRANSMIX (PART.REFINED PETRO),6,No,No,6,2100,1300,BELOW GROUND,NO DATA,NO DATA,Null,0
19990042,WILLIAMS PIPELINE CO,19990301,OK,PONTOTOC, ,No, ,PUMPING STATION,OTHER,1998,OTHER,INCORRECT TYPE OF O-RING,4040,NATURAL GAS LIQUID,204,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19990043,EOTT ENERGY PIPELINE LIMITED PARTNERSHIP,19990312,OK,GARVIN, ,No, ,NO DATA,VALVE,,OUTSIDE FORCE DAMAGE,DAMAGE BY OPERATOR OR ITS CONTRACTOR,6600,CRUDE OIL,75,No,No,0,0,0,NO DATA,NO DATA,DAMAGE BY OPERATOR OR ITS CONTRACTOR,Yes,0
19990044,"KOCH PIPELINE COMPANY, L.P.",19990305,OK,NOBEL, ,No, ,LINE PIPE,PIPE,,CORROSION,"CORROSION, EXTERNAL",0,CRUDE OIL,0,No,No,4,0,0,ABOVE GROUND,EXTERNAL,NO DATA,Null,0
19990045,"KOCH PIPELINE COMPANY, L.P.",19990309,KS, ,DANVILLE,No, ,LINE PIPE,PIPE,1935,OTHER,EROSION/CHANNELING,35000,BUTANE,5,No,No,6,1440,800,BELOW GROUND,NO DATA,NO DATA,Null,0
19990046,MOBIL OIL CORPORATION,19990302,IL,MARION,PATOKA,No, ,TANK FARM,VALVE,1998,OTHER,NEEDLE VALVE OPENED/VIBR.,50000,CRUDE OIL,5,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19990047,DUKE ENERGY PIPELINE CO,19981018,TX,COLORADO,SEALY,No, ,LINE PIPE,PIPE,1924,OUTSIDE FORCE DAMAGE,DAMAGE BY NATURAL FORCES,750000,CRUDE OIL,100,No,No,8,630,100,BELOW GROUND,NO DATA,DAMAGE BY NATURAL FORCES,Null,0
19990048,EXXON PIPELINE CO,19990306,TX,ELLIS,MILFORD,No, ,PUMPING STATION,OTHER,1968,OTHER,EQUIPMENT FAILURE,65300,DIESEL FUEL,0,Yes,No,0,0,0,NO DATA,,,Null,0
19990049,KOCH PETROLEUM GROUP LP,19981122,TX,TARRANT,FORT WORTH,No, ,PUMPING STATION,OTHER,1989,OTHER,GASKET FAILE,44000,JET FUEL,50,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19990050,TRANSMONTAIGNE PIPELINE INC,19990319,IN,LAKE,SCHERERVILLE,No, ,TANK FARM,TANK,1957,INCORRECT OPERATION BY OPERATOR PERSONNEL, ,517000,GASOLINE,285,Yes,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19990051,BP PIPELINES INC,19990316,MI,BRANCH,SHERWOOD,No, ,LINE PIPE,PIPE,1953,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,280000,GASOLINE,80,No,No,10,1440,600,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19990052,SINCLAIR PIPELINE CO,19990319,WY,PLATTE, ,No, ,PUMPING STATION,VALVE,1993,OTHER,BLOWN GASKET ON VALVE,150000,CRUDE OIL,3370,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19990053,PLANTATION PIPE LINE CO,19990324,GA,HARRIS,HAMILTON,No, ,LINE PIPE,PIPE,1971,CORROSION,"CORROSION, EXTERNAL",100000,GASOLINE,30,No,No,8.63,1225,70,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19990055,WEST SHORE PIPELINE CO,19990325,IL,COOK, ,No, ,PUMPING STATION,VALVE,1974,OTHER,CLOSED STOP ON VALVE WORN,0,FUEL OIL,340,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19990056,EQUILON PIPELINE COMPANY LLC,19990323,CA,KINGS, ,No, ,PUMPING STATION,NO DATA,,OTHER,INSULATING GASKET,25000,CRUDE OIL,200,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19990057,WILLIAMS PIPELINE CO,19990324,IL,WILL, ,No, ,NO DATA,PIPE,1937,OUTSIDE FORCE DAMAGE,DAMAGE BY OPERATOR OR ITS CONTRACTOR,500000,GASOLINE,2693,No,No,12,550,471,BELOW GROUND,NO DATA,DAMAGE BY OPERATOR OR ITS CONTRACTOR,Yes,0
19990059,DYNAIR FUELING INC,19970518,AZ,MARICOPA,PHOENIX,No, ,LINE PIPE,PIPE,1980,CORROSION,"CORROSION, EXTERNAL",50000,JET FUEL,0,No,No,2,400,180,ABOVE GROUND,EXTERNAL,NO DATA,Null,0
19990060,SEAWAY PIPELINE INC,19990323,OK,GARVIN, ,No, ,LINE PIPE,PUMP,1964,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,150000,GASOLINE,13,No,No,16,903,300,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19990061,MARATHON ASHLAND PIPE LINE LLC,19990330,IN,PARKE, ,No, ,LINE PIPE,PIPE,1939,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,410000,DIESEL FUEL,1487,No,No,10,1200,750,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19990062,SEAWAY PIPELINE INC,19990405,TX,PARKER, ,No, ,LINE PIPE,PIPE,1955,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,1500000,GASOLINE,1516,No,No,18,1118,317,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19990063,TEXAS - NEW MEXICO PIPELINE CO,19990406,NM,SANDOVAL, ,No, ,LINE PIPE,PIPE,1958,OUTSIDE FORCE DAMAGE,DAMAGE BY OPERATOR OR ITS CONTRACTOR,200000,CRUDE OIL,505,No,No,16,850,669,BELOW GROUND,,DAMAGE BY OPERATOR OR ITS CONTRACTOR,Yes,0
19990064,JAYHAWK PIPELINE L.L.C.,19990414,KS,RENO, ,No, ,NO DATA,PUMP,1992,OTHER,DAMAGE BY NATURAL FORCES,3500,CRUDE OIL,56,No,No,0,0,0,NO DATA,NO DATA,DAMAGE BY NATURAL FORCES,Null,0
19990065,MID - AMERICA PIPELINE CO (MAPCO),19981203,UT, ,GRAND,No, ,LINE PIPE,PIPE,1980,OUTSIDE FORCE DAMAGE,DAMAGE BY OPERATOR OR ITS CONTRACTOR,70000,NATURAL GAS LIQUID,10007,Yes,Yes,10.75,1650,697,BELOW GROUND,NO DATA,DAMAGE BY OPERATOR OR ITS CONTRACTOR,Yes,0
19990066,"PG & E TEXAS PIPELINE, L.P.",19990406,TX, ,JIM WELLS,No, ,TANK FARM,OTHER,1998,OTHER,FAILED STAINLESS STEEL TU,450000,NOT GIVEN,3,Yes,Yes,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19990067,"DYNEGY MIDSTREAM SERVICES, L.P.",19990428,TX,HEDERSON, ,No, ,LINE PIPE,PIPE,1979,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,750000,NATURAL GAS LIQUID,327,No,No,4.5,2160,900,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
