,REPORT_NUMBER,NAME,DATE_OF_INCIDENT,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,TOTAL_BBLS_RELEASED,FATALITY_IND,INJURY_IND,SHUTDOWN_DUE_ACCIDENT_IND,IGNITE_IND,EXPLODE_IND,ON_OFF_SHORE,INCIDENT_AREA_TYPE,DEPTH_OF_COVER,ITEM_INVOLVED,PIPE_DIAMETER,INSTALLATION_YEAR,RELEASE_TYPE,TOTAL_EST_COST,ACCIDENT_PRESSURE,SCADA_DETECTION_IND,CPM_DETECTION_IND,WATER_CONTAM_IND,CAUSE,CAUSE_DETAILS,YEAR_OF_INCIDENT,AGE_OF_FACILITY
3935,20120054,"SHELL PIPELINE CO., L.P.",2012-01-14,42.9517,-87.8962,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,215.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,60,PIPE,10.75,1972.0,LEAK,15950000.0,PRESSURE DID NOT EXCEED MOP,NO,NO,YES,CORROSION FAILURE,EXTERNAL CORROSION,2012,40.0
3936,20120039,COLONIAL PIPELINE CO,2012-01-14,33.857292,-84.629335,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.31,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,VALVE,,,LEAK,10040.0,,,,NO,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,2012,
3937,20120041,SUNOCO PIPELINE L.P.,2012-01-12,41.17974,-82.21559,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1950.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,42,PIPE,8.625,1952.0,RUPTURE,17904594.0,PRESSURE DID NOT EXCEED MOP,YES,YES,YES,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION ACTIVITY,2012,60.0
3938,20120035,ONEOK NGL PIPELINE LP,2012-01-12,34.521102,-96.623514,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.14,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,TUBING,,2010.0,LEAK,33.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,2012,2.0
3939,20120036,EXXONMOBIL OIL CORP - WEST COAST,2012-01-12,35.2256,-119.562467,CRUDE OIL,0.84,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,METER/PROVER,,,LEAK,3085.0,,,,NO,EQUIPMENT FAILURE,"FAILURE OF EQUIPMENT BODY (EXCEPT PUMP), TANK PLATE, OR OTHER MATERIAL",2012,
3940,20120037,SUNOCO PIPELINE L.P.,2012-01-11,30.0889,-94.6507,CRUDE OIL,2.0,NO,NO,NO,NO,NO,ONSHORE,UNDERGROUND,96,PIPE,8.0,1947.0,LEAK,23129.0,PRESSURE DID NOT EXCEED MOP,NO,,YES,CORROSION FAILURE,INTERNAL CORROSION,2012,65.0
3941,20120032,CONOCOPHILLIPS,2012-01-10,30.158686,-93.339919,CRUDE OIL,0.5,NO,NO,,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,AUXILIARY PIPING (E.G. DRAIN LINES),,,OTHER,10050.0,,,,NO,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,2012,
3942,20120027,ENTERPRISE CRUDE PIPELINE LLC,2012-01-09,38.866606,-98.837622,CRUDE OIL,0.12,NO,NO,,NO,NO,ONSHORE,ABOVEGROUND,,INSTRUMENTATION,,,OTHER,1315.0,,,,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2012,
3943,20120033,SUNOCO PIPELINE L.P.,2012-01-06,31.9587,-100.54374,CRUDE OIL,117.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,24,PIPE,6.625,,LEAK,89622.0,PRESSURE DID NOT EXCEED MOP,YES,,NO,CORROSION FAILURE,INTERNAL CORROSION,2012,
3944,20120028,MARATHON PIPE LINE LLC,2012-01-04,44.817233,-108.501412,CRUDE OIL,1.5,NO,NO,NO,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,TANK/VESSEL,,,LEAK,6550.0,,,,NO,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,2012,
3945,20120014,ONEOK NGL PIPELINE LP,2012-01-01,36.773902,-97.757636,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,53.79,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,VALVE,,,LEAK,2492.0,PRESSURE DID NOT EXCEED MOP,YES,NO,NO,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,2012,
3946,20120024,JAYHAWK PIPELINE LLC,2011-12-30,39.10878,-99.17953,CRUDE OIL,150.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,39,"WELD, INCLUDING HEAT-AFFECTED ZONE",8.0,,LEAK,157300.0,PRESSURE DID NOT EXCEED MOP,NO,,YES,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",2011,
3947,20120025,SUNOCO PIPELINE L.P.,2011-12-29,32.63239,-99.80477,CRUDE OIL,2.0,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,VALVE,,,OVERFILL OR OVERFLOW,3612.0,,,,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,2011,
3948,20120022,ENTERPRISE PRODUCTS OPERATING LLC,2011-12-29,29.750786,-95.209372,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.23,NO,NO,,NO,NO,ONSHORE,ABOVEGROUND,,VALVE,,,LEAK,1630.0,,,,NO,EQUIPMENT FAILURE,"FAILURE OF EQUIPMENT BODY (EXCEPT PUMP), TANK PLATE, OR OTHER MATERIAL",2011,
3949,20120070,ENTERPRISE PRODUCTS OPERATING LLC,2011-12-28,31.78341,-103.46442,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.0,NO,YES,YES,YES,NO,ONSHORE,UNDERGROUND,22,OTHER,,1929.0,OTHER,10500.0,PRESSURE DID NOT EXCEED MOP,YES,YES,NO,OTHER INCIDENT CAUSE,MISCELLANEOUS,2011,82.0
3950,20120023,ENTERPRISE PRODUCTS OPERATING LLC,2011-12-27,31.78341,-103.46442,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,3283.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,22,"WELD, INCLUDING HEAT-AFFECTED ZONE",8.0,1929.0,RUPTURE,217000.0,PRESSURE DID NOT EXCEED MOP,YES,YES,NO,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",2011,82.0
3951,20120026,"TOTAL PETROCHEMICALS PIPELINE USA , INC.",2011-12-27,29.893363,-93.9928,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.0,NO,NO,NO,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,FLANGE,,,LEAK,1100.0,,,,NO,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,2011,
3952,20120019,"KOCH PIPELINE COMPANY, L.P.",2011-12-20,39.45627,-92.08238,CRUDE OIL,0.83,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,OTHER,,,LEAK,5811.0,,,,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2011,
3953,20120020,SUNOCO PIPELINE L.P.,2011-12-20,30.2867,-94.5058,CRUDE OIL,2.5,NO,NO,NO,NO,NO,ONSHORE,UNDERGROUND,,SUMP/SEPARATOR,,,OVERFILL OR OVERFLOW,5434.0,,,,NO,INCORRECT OPERATION,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW",2011,
3954,20120015,ENTERPRISE CRUDE PIPELINE LLC,2011-12-19,28.93564,-95.320507,CRUDE OIL,1.0,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,AUXILIARY PIPING (E.G. DRAIN LINES),,,LEAK,15100.0,,,,NO,CORROSION FAILURE,EXTERNAL CORROSION,2011,
3955,20120016,DIXIE PIPELINE,2011-12-17,33.6809,-81.8849,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,22.0,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,PUMP,,2010.0,LEAK,3866.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2011,1.0
3956,20120018,"MAGELLAN PIPELINE COMPANY, LP",2011-12-14,36.632156,-97.125787,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,250.0,NO,NO,NO,NO,NO,ONSHORE,UNDERGROUND,,"WELD, INCLUDING HEAT-AFFECTED ZONE",6.625,1957.0,LEAK,287500.0,PRESSURE DID NOT EXCEED MOP,NO,NO,YES,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",2011,54.0
3957,20120002,COLONIAL PIPELINE CO,2011-12-12,36.06889,-78.06611,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,3.3,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,AUXILIARY PIPING (E.G. DRAIN LINES),,,LEAK,22614.0,,,,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,2011,
3958,20120046,ST. JAMES OIL CORPORATION,2011-12-12,34.0522342,-118.2436849,CRUDE OIL,0.5,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,,PIPE,6.625,1963.0,LEAK,73050.0,PRESSURE DID NOT EXCEED MOP,,,NO,CORROSION FAILURE,INTERNAL CORROSION,2011,48.0
3959,20120013,"KOCH PIPELINE COMPANY, L.P.",2011-12-11,32.29488,-97.13418,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.23,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,TUBING,,,LEAK,697.0,,,,NO,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,2011,
3960,20120012,SUNOCO PIPELINE L.P.,2011-12-11,32.06704,-96.4719,CRUDE OIL,0.71,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,TUBING,,,LEAK,7696.0,,,,NO,CORROSION FAILURE,INTERNAL CORROSION,2011,
3961,20120008,"MAGELLAN PIPELINE COMPANY, LP",2011-12-10,40.31277,-95.72125,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,650.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,27,PIPE,8.625,1946.0,MECHANICAL PUNCTURE,2246845.0,PRESSURE DID NOT EXCEED MOP,YES,YES,YES,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,2011,65.0
3962,20120009,"MAGELLAN PIPELINE COMPANY, LP",2011-12-10,40.31277,-95.72125,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2184.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,15,PIPE,12.75,1950.0,MECHANICAL PUNCTURE,2280608.0,PRESSURE DID NOT EXCEED MOP,YES,YES,YES,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,2011,61.0
3963,20120004,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,2011-12-09,30.796962,-91.919893,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,3.06,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,144,"WELD, INCLUDING HEAT-AFFECTED ZONE",,1997.0,LEAK,117070.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",2011,14.0
3964,20120007,BELLE FOURCHE PIPELINE CO,2011-12-09,47.673856,-103.65985,CRUDE OIL,1000.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,,PIPE,8.625,2008.0,MECHANICAL PUNCTURE,59525.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,2011,3.0
3965,20110442,ONEOK NGL PIPELINE LP,2011-12-08,36.413056,-99.193611,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,360.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,80,PIPE,4.5,1975.0,RUPTURE,32471.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,2011,36.0
3966,20120011,"PLAINS PIPELINE, L.P.",2011-12-08,32.080874,-103.176847,CRUDE OIL,0.0,NO,NO,NO,YES,YES,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,TANK/VESSEL,,,OTHER,194750.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR NOT RELATED TO EXCAVATION AND NOT DUE TO MOTORIZED VEHICLE/EQUIPMENT DAMAGE,2011,
3967,20110446,ENTERPRISE CRUDE PIPELINE LLC,2011-12-07,33.68092,-97.075241,CRUDE OIL,1.0,NO,NO,,NO,NO,ONSHORE,ABOVEGROUND,,TUBING,,,LEAK,4605.0,,,,NO,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,2011,
3968,20120005,UNOCAL PIPELINE CO - EASTERN REGION,2011-12-06,29.9948,-93.9853,CRUDE OIL,31.0,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,"WELD, INCLUDING HEAT-AFFECTED ZONE",,1948.0,LEAK,52121.0,PRESSURE DID NOT EXCEED MOP,,,NO,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",2011,63.0
3969,20110456,ONEOK NGL PIPELINE LP,2011-12-06,41.565497,-93.526862,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.34,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,PUMP,,,LEAK,15730.0,,,,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2011,
3970,20120006,BELLE FOURCHE PIPELINE CO,2011-12-06,47.907607,-103.650532,CRUDE OIL,800.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,54,PIPE,8.0,2008.0,MECHANICAL PUNCTURE,21232.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,2011,3.0
3971,20120001,COLONIAL PIPELINE CO,2011-12-06,33.59872,-85.82542,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,69.0,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,FLANGE,,2011.0,LEAK,833200.0,PRESSURE DID NOT EXCEED MOP,NO,,YES,INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,2011,0.0
3972,20110459,"KINDER MORGAN LIQUID TERMINALS, LLC",2011-12-03,29.43573,-95.121835,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,10.0,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,PUMP,,,LEAK,1150.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2011,
3973,20110458,"KINDER MORGAN LIQUID TERMINALS, LLC",2011-12-01,29.43573,-95.121835,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.12,NO,NO,YES,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,TANK/VESSEL,,,OVERFILL OR OVERFLOW,3.0,,,,NO,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR NOT RELATED TO EXCAVATION AND NOT DUE TO MOTORIZED VEHICLE/EQUIPMENT DAMAGE,2011,
3974,20110457,"SHELL PIPELINE CO., L.P.",2011-12-01,36.18992091,-120.3568058,CRUDE OIL,0.02,NO,NO,NO,YES,NO,ONSHORE,ABOVEGROUND,,PUMP,,,LEAK,340000.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2011,
3975,20110455,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",2011-12-01,31.85557,-102.67191,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,5.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,10,PIPE,10.75,1928.0,LEAK,40500.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,CORROSION FAILURE,EXTERNAL CORROSION,2011,83.0
3976,20110450,SUNOCO PIPELINE L.P.,2011-12-01,33.22053,-99.87124,CRUDE OIL,0.36,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,PUMP,,,LEAK,4185.0,,,,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2011,
3977,20110460,"MAGELLAN PIPELINE COMPANY, LP",2011-11-30,29.79428,-95.28162,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1855.0,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,AUXILIARY PIPING (E.G. DRAIN LINES),,2008.0,LEAK,125000.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,2011,3.0
3978,20110451,ENTERPRISE CRUDE PIPELINE LLC,2011-11-29,29.724843,-95.884289,CRUDE OIL,100.0,NO,NO,,NO,NO,ONSHORE,UNDERGROUND,,PIPE,30.0,1976.0,LEAK,5913500.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,CORROSION FAILURE,EXTERNAL CORROSION,2011,35.0
3979,20110454,ENTERPRISE PRODUCTS OPERATING LLC,2011-11-22,30.16485,-93.35127,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,85.0,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,SCRAPER/PIG TRAP,,2000.0,LEAK,2785.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,2011,11.0
3980,20110447,MARATHON PIPE LINE LLC,2011-11-21,39.711344,-88.85166,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.01,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,45,PIPE,12.75,1958.0,MECHANICAL PUNCTURE,709351.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,2011,53.0
3981,20110444,BP USFO/LOGISTICS,2011-11-21,40.588225,-74.222514,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.19,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,AUXILIARY PIPING (E.G. DRAIN LINES),,,LEAK,14300.0,,,,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,2011,
3982,20110453,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",2011-11-20,47.68889,-95.41222,CRUDE OIL,0.48,NO,NO,NO,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,TANK/VESSEL,,,LEAK,3100.0,,,,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,2011,
3983,20110452,WEST SHORE PIPELINE CO,2011-11-17,41.659288,-87.569198,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,16.6,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,28,"WELD, INCLUDING HEAT-AFFECTED ZONE",,1996.0,LEAK,460544.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",2011,15.0
3984,20110443,ENTERPRISE CRUDE PIPELINE LLC,2011-11-16,35.94085,-96.7502,CRUDE OIL,140.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,,PIPE,8.625,,LEAK,111651.0,PRESSURE DID NOT EXCEED MOP,,,NO,CORROSION FAILURE,INTERNAL CORROSION,2011,
3985,20110435,ENTERPRISE CRUDE PIPELINE LLC,2011-11-15,29.34578,-94.936904,CRUDE OIL,2490.0,NO,NO,YES,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,TANK/VESSEL,,1979.0,LEAK,385900.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,OTHER INCIDENT CAUSE,MISCELLANEOUS,2011,32.0
3986,20110445,TRANSMONTAIGNE OPERATING COMPANY L.P.,2011-11-14,25.964238,-97.381096,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1330.0,NO,NO,YES,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,VALVE,,2007.0,LEAK,87130.0,PRESSURE DID NOT EXCEED MOP,YES,,NO,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR NOT RELATED TO EXCAVATION AND NOT DUE TO MOTORIZED VEHICLE/EQUIPMENT DAMAGE,2011,4.0
3987,20110449,BELLE FOURCHE PIPELINE CO,2011-11-14,44.021949,-105.538019,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1958.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,60,FLANGE,,,LEAK,1872546.0,PRESSURE DID NOT EXCEED MOP,YES,,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,2011,
3988,20110439,"PLAINS PIPELINE, L.P.",2011-11-13,32.599125,-100.76886,CRUDE OIL,90.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,36,"WELD, INCLUDING HEAT-AFFECTED ZONE",22.0,1947.0,LEAK,49312.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",2011,64.0
3989,20110448,BELLE FOURCHE PIPELINE CO,2011-11-13,46.861678,-102.777616,CRUDE OIL,200.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,48,PIPE,6.0,1995.0,MECHANICAL PUNCTURE,40343.0,PRESSURE DID NOT EXCEED MOP,,,NO,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,2011,16.0
3990,20110427,ENTERPRISE CRUDE PIPELINE LLC,2011-11-12,33.86345,-97.953363,CRUDE OIL,1.5,NO,NO,,NO,NO,ONSHORE,ABOVEGROUND,,VALVE,,,LEAK,5190.0,,,,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,2011,
3991,20110432,"MAGELLAN TERMINALS HOLDINGS, LP",2011-11-11,35.96143,-96.71889,CRUDE OIL,0.47,NO,NO,,NO,NO,ONSHORE,ABOVEGROUND,,PUMP,,,LEAK,2010.0,,,,NO,INCORRECT OPERATION,PIPELINE OR EQUIPMENT OVERPRESSURED,2011,
3992,20110437,CONOCOPHILLIPS,2011-11-10,30.239269,-93.290375,CRUDE OIL,0.95,NO,NO,,NO,NO,ONSHORE,ABOVEGROUND,,VALVE,,,LEAK,16100.0,,,,NO,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,2011,
3993,20110440,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",2011-11-08,47.68889,-95.41222,CRUDE OIL,10.0,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,OTHER,,2009.0,LEAK,7300.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,2011,2.0
3994,20110441,CHEVRON PETROCHEMICAL PIPELINE LLC,2011-11-08,30.355333,-92.708299,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,500.23,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,39,PIPE,16.0,1954.0,LEAK,552312.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,MATERIAL FAILURE OF PIPE OR WELD,ORIGINAL MANUFACTURING-RELATED (NOT GIRTH WELD OR OTHER WELDS FORMED IN THE FIELD),2011,57.0
3995,20110436,CONOCOPHILLIPS,2011-11-07,37.963297,-121.948261,CRUDE OIL,45.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,42,PIPE,16.0,1957.0,LEAK,1839410.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,CORROSION FAILURE,EXTERNAL CORROSION,2011,54.0
3996,20110438,KINDER MORGAN COCHIN LLC,2011-11-07,41.60720541,-89.7349367,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,5648.0,NO,NO,NO,NO,NO,ONSHORE,UNDERGROUND,59,PIPE,12.75,1978.0,MECHANICAL PUNCTURE,479639.0,PRESSURE DID NOT EXCEED MOP,YES,NO,NO,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,2011,33.0
3997,20110433,"PLAINS PIPELINE, L.P.",2011-11-07,31.89631,-102.56548,CRUDE OIL,80.0,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,METER/PROVER,,2003.0,LEAK,43400.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,CORROSION FAILURE,INTERNAL CORROSION,2011,8.0
3998,20110429,SUNOCO PIPELINE L.P.,2011-11-02,32.26812,-101.40486,CRUDE OIL,0.48,NO,NO,,NO,NO,ONSHORE,ABOVEGROUND,,TUBING,,,LEAK,45.0,,,,NO,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,2011,
3999,20110434,"KINDER MORGAN LIQUID TERMINALS, LLC",2011-10-31,40.591656,-74.22071,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.25,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,PIPE,,,LEAK,32100.0,,,,NO,CORROSION FAILURE,EXTERNAL CORROSION,2011,
